student_id,gender,school_type,parent_education,prior_gpa,attendance_pct,quiz_avg,assignment_avg,midterm_score,study_hours_per_week,on_time_submission_pct,lms_logins_per_week,forum_posts,commute_time,final_score,grade_band,at_risk
STU0451,Female,Semi-Government,Post Graduate,7.55,68.18,72.03,57.39,75.87,4.99,76.35,7,4,18.0,100.0,A,0
STU0452,Female,Semi-Government,High School,8.75,59.4,62.23,80.31,93.69,3.51,90.16,3,4,46.29,100.0,A,0
STU0453,Female,Government,Post Graduate,7.85,65.89,59.23,63.46,46.2,18.01,65.71,3,2,18.22,100.0,A,0
STU0454,Female,Government,Graduate,7.95,72.94,32.97,57.38,75.86,6.06,98.51,8,3,29.75,100.0,A,0
STU0455,Male,Private,High School,7.1,89.37,48.08,62.83,56.33,10.8,68.67,5,2,47.32,100.0,A,0
STU0456,Male,Government,High School,8.69,78.11,73.58,69.33,85.81,1.57,52.58,6,0,20.92,100.0,A,0
STU0457,Female,Government,Graduate,7.49,79.62,95.89,90.13,82.44,6.88,100.0,9,2,48.01,100.0,A,0
STU0458,Female,Private,Graduate,5.97,58.57,63.24,40.99,66.22,7.49,35.5,4,2,46.06,98.57,A,0
STU0459,Male,Government,Graduate,8.68,61.79,70.9,70.35,55.21,9.89,57.23,5,4,29.58,100.0,A,0
STU0460,Male,Government,Graduate,7.84,100.0,82.14,79.37,81.22,0.0,59.46,6,3,58.24,100.0,A,0
STU0461,Female,Private,Graduate,6.47,63.97,50.4,72.9,74.94,8.66,100.0,7,0,36.56,100.0,A,0
STU0462,Male,Private,High School,6.42,99.84,71.6,89.65,48.31,3.4,100.0,3,1,57.05,98.84,A,0
STU0463,Female,Private,Graduate,7.36,71.35,51.67,68.88,35.44,9.3,100.0,4,2,70.87,96.95,A,0
STU0464,Male,Semi-Government,High School,7.56,75.03,80.57,67.23,56.23,3.85,65.39,4,3,30.17,100.0,A,0
STU0465,Female,Semi-Government,High School,7.24,91.06,67.73,78.88,92.31,4.58,100.0,1,3,47.9,100.0,A,0
STU0466,Male,Private,Graduate,7.37,94.08,70.37,71.49,84.93,6.91,79.37,5,2,22.25,100.0,A,0
STU0467,Female,Private,Graduate,9.04,73.34,50.91,64.14,39.75,3.79,91.55,4,1,14.34,100.0,A,0
STU0468,Male,Private,High School,8.29,69.18,77.73,77.74,38.64,6.1,75.59,1,1,31.09,100.0,A,0
STU0469,Male,Semi-Government,Graduate,7.23,74.16,100.0,60.21,87.49,3.23,71.01,3,2,7.75,100.0,A,0
STU0470,Female,Semi-Government,Graduate,8.13,80.07,46.86,60.83,39.29,0.67,66.96,7,3,16.25,100.0,A,0
STU0471,Male,Government,Graduate,5.76,88.37,58.88,62.08,72.19,12.07,67.81,0,1,46.83,100.0,A,0
STU0472,Female,Government,Post Graduate,7.48,75.06,69.17,90.3,49.68,2.82,84.17,9,1,24.73,100.0,A,0
STU0473,Male,Private,High School,9.17,84.28,79.16,21.68,94.34,7.29,79.34,5,0,49.21,100.0,A,0
STU0474,Female,Semi-Government,Post Graduate,6.74,99.58,54.93,75.93,46.59,11.01,71.37,4,2,40.99,100.0,A,0
STU0475,Male,Semi-Government,Graduate,5.98,80.72,14.01,70.51,84.87,5.54,100.0,0,5,72.02,100.0,A,0
STU0476,Female,Semi-Government,Post Graduate,6.22,79.67,89.47,44.79,65.7,4.7,12.66,6,1,45.49,100.0,A,0
STU0477,Male,Private,Graduate,5.69,52.22,78.69,74.65,67.04,8.9,82.2,6,2,57.28,100.0,A,0
STU0478,Female,Government,Post Graduate,6.06,35.54,33.63,77.14,22.59,12.47,86.35,2,1,43.04,80.99,B,0
STU0479,Male,Private,Graduate,6.56,80.83,54.06,78.84,17.94,3.32,94.94,3,1,41.23,90.73,A,0
STU0480,Female,Government,Post Graduate,5.31,73.58,93.23,30.22,57.59,7.4,70.7,5,1,58.29,87.54,A,0
STU0481,Female,Government,Post Graduate,7.02,67.28,91.06,90.5,66.94,1.07,76.16,7,2,48.38,100.0,A,0
STU0482,Female,Private,Post Graduate,8.08,78.65,81.9,58.93,39.5,6.43,91.72,5,2,39.2,100.0,A,0
STU0483,Male,Government,High School,5.91,74.09,61.83,80.3,40.23,8.14,100.0,5,1,39.11,100.0,A,0
STU0484,Female,Government,Post Graduate,8.82,91.92,66.49,81.12,73.23,4.58,65.99,6,0,45.76,100.0,A,0
STU0485,Male,Semi-Government,High School,7.61,76.29,62.64,56.85,73.26,6.17,77.34,3,0,21.57,100.0,A,0
STU0486,Female,Government,Graduate,8.24,63.8,85.31,79.91,59.25,2.37,100.0,5,4,20.72,100.0,A,0
STU0487,Male,Private,Post Graduate,6.21,89.85,49.23,64.22,77.6,8.31,29.52,4,3,63.51,100.0,A,0
STU0488,Female,Private,Graduate,8.03,71.74,50.5,38.93,38.52,12.22,58.2,3,3,72.29,100.0,A,0
STU0489,Male,Government,Graduate,5.69,82.9,83.18,87.52,54.88,3.61,100.0,7,2,16.42,100.0,A,0
STU0490,Male,Semi-Government,Post Graduate,8.07,67.84,64.2,58.37,94.96,5.51,93.85,4,1,21.62,100.0,A,0
STU0491,Female,Semi-Government,High School,7.21,65.25,89.81,57.18,63.37,10.01,82.45,7,3,57.85,100.0,A,0
STU0492,Male,Government,Post Graduate,7.66,76.26,52.91,63.95,64.53,12.85,63.03,6,2,45.67,100.0,A,0
STU0493,Male,Government,Graduate,5.59,75.19,64.01,74.08,100.0,2.03,54.36,4,2,48.53,100.0,A,0
STU0494,Female,Private,Graduate,5.93,82.2,48.4,69.14,34.01,7.32,60.18,4,3,52.93,88.11,A,0
STU0495,Male,Government,Post Graduate,7.72,70.97,65.13,78.22,77.93,9.13,100.0,3,2,30.19,100.0,A,0
STU0496,Male,Semi-Government,High School,5.86,47.45,38.39,49.91,95.28,7.59,59.43,5,0,41.6,100.0,A,0
STU0497,Male,Government,High School,7.56,68.51,56.22,58.86,55.5,0.0,74.03,4,3,40.04,100.0,A,0
STU0498,Female,Private,Graduate,5.36,86.91,39.15,68.26,79.19,10.0,56.93,10,3,17.83,100.0,A,0
STU0499,Male,Private,Graduate,8.02,70.54,77.49,98.47,42.36,14.08,88.86,8,2,41.3,100.0,A,0
STU0500,Female,Private,High School,5.52,71.3,77.9,68.29,48.27,8.47,61.23,2,4,59.75,91.74,A,0
STU0501,Male,Private,Post Graduate,7.66,89.8,33.86,86.28,69.7,3.88,70.05,3,0,28.32,100.0,A,0
STU0502,Male,Private,Graduate,7.75,64.32,89.01,70.58,77.97,5.95,38.33,7,2,38.05,100.0,A,0
STU0503,Male,Government,High School,6.16,51.86,100.0,62.75,84.42,15.08,39.73,4,2,39.13,100.0,A,0
STU0504,Female,Government,Graduate,7.7,72.59,65.83,66.3,93.39,11.64,72.15,6,2,29.31,100.0,A,0
STU0505,Male,Government,Post Graduate,7.31,67.74,53.46,67.47,60.65,10.56,45.5,4,3,48.54,94.3,A,0
STU0506,Male,Government,High School,6.35,60.51,100.0,79.05,85.87,9.43,100.0,5,0,21.4,100.0,A,0
STU0507,Female,Private,Graduate,5.79,72.37,41.26,90.62,55.15,5.36,30.77,5,0,61.65,85.39,A,0
STU0508,Male,Semi-Government,Post Graduate,4.64,82.37,65.36,75.4,80.04,7.2,56.0,9,0,47.52,100.0,A,0
STU0509,Female,Government,Graduate,7.42,74.86,68.23,87.81,66.15,7.69,72.33,4,2,16.26,100.0,A,0
STU0510,Female,Semi-Government,Post Graduate,5.12,79.6,89.21,55.53,70.91,10.2,64.7,1,1,68.96,100.0,A,0
STU0511,Male,Government,Post Graduate,7.11,100.0,71.48,63.78,70.47,14.04,49.92,4,1,38.36,100.0,A,0
STU0512,Female,Government,High School,6.68,69.86,56.02,59.14,29.91,12.47,52.84,6,2,20.54,88.02,A,0
STU0513,Male,Semi-Government,Post Graduate,7.81,79.18,47.88,74.72,39.52,2.32,52.19,3,5,57.09,95.86,A,0
STU0514,Female,Private,Graduate,6.64,67.36,58.85,64.62,64.05,8.9,66.27,4,4,44.89,100.0,A,0
STU0515,Female,Government,Post Graduate,6.6,62.3,46.88,80.95,28.25,10.95,100.0,10,3,0.0,100.0,A,0
STU0516,Male,Government,Post Graduate,7.88,66.23,65.86,56.03,78.62,10.48,73.56,9,1,24.49,100.0,A,0
STU0517,Female,Government,High School,7.4,67.82,54.84,70.65,79.43,5.48,95.66,6,1,40.58,100.0,A,0
STU0518,Female,Semi-Government,Post Graduate,7.38,80.39,38.11,80.3,68.54,19.66,82.14,7,1,0.0,100.0,A,0
STU0519,Female,Private,Post Graduate,7.56,100.0,87.59,39.02,39.58,2.89,94.28,0,3,36.7,100.0,A,0
STU0520,Female,Semi-Government,Graduate,5.16,64.26,56.04,100.0,89.6,3.67,16.0,6,1,38.16,100.0,A,0
STU0521,Female,Semi-Government,High School,7.91,68.75,42.17,65.75,100.0,8.93,65.91,2,0,11.33,100.0,A,0
STU0522,Male,Private,High School,7.73,74.05,61.97,39.62,64.94,16.47,98.14,3,5,40.41,100.0,A,0
STU0523,Female,Semi-Government,High School,5.78,80.94,66.23,72.37,72.21,4.66,60.57,13,1,35.15,100.0,A,0
STU0524,Male,Private,Post Graduate,6.71,78.95,33.56,70.5,66.03,6.94,100.0,5,2,11.17,100.0,A,0
STU0525,Female,Government,High School,6.95,94.26,70.97,68.77,72.61,12.31,100.0,2,1,53.39,100.0,A,0
STU0526,Male,Private,Post Graduate,6.84,38.6,46.15,84.87,59.61,7.93,62.62,6,0,51.76,91.4,A,0
STU0527,Male,Government,Post Graduate,7.4,39.2,95.8,81.21,61.31,6.66,61.94,6,0,29.21,100.0,A,0
STU0528,Female,Semi-Government,Graduate,8.72,67.56,74.43,74.47,80.11,10.26,51.73,4,0,31.03,100.0,A,0
STU0529,Female,Semi-Government,Graduate,8.3,91.46,57.8,76.75,100.0,9.09,59.41,8,2,49.53,100.0,A,0
STU0530,Female,Government,Graduate,5.43,51.52,51.59,68.43,34.0,12.12,47.35,10,2,30.99,100.0,A,0
STU0531,Male,Semi-Government,Graduate,7.75,30.0,63.11,96.63,59.92,13.17,80.58,9,2,0.0,100.0,A,0
STU0532,Female,Private,Graduate,8.59,83.57,76.03,47.81,38.39,9.23,42.88,4,2,44.74,100.0,A,0
STU0533,Male,Government,Post Graduate,7.46,78.65,64.54,72.09,93.84,9.17,84.07,3,1,18.73,100.0,A,0
STU0534,Male,Semi-Government,Post Graduate,8.31,58.65,61.09,70.98,50.25,8.86,84.56,6,3,27.2,100.0,A,0
STU0535,Male,Government,High School,9.41,60.22,66.05,82.2,33.14,9.96,38.78,7,2,64.16,100.0,A,0
STU0536,Female,Private,Post Graduate,8.23,60.45,54.13,57.34,74.76,8.22,100.0,5,4,32.32,100.0,A,0
STU0537,Female,Private,Post Graduate,7.3,76.66,58.82,43.84,96.89,8.0,82.27,4,3,35.03,100.0,A,0
STU0538,Male,Semi-Government,Graduate,8.25,65.61,27.46,72.35,75.27,12.79,86.99,6,1,45.19,100.0,A,0
STU0539,Male,Private,Post Graduate,7.17,82.41,82.53,74.22,66.1,14.06,56.83,5,1,45.11,100.0,A,0
STU0540,Female,Government,Graduate,7.03,32.18,70.38,92.34,70.18,1.97,84.45,5,2,16.62,100.0,A,0
STU0541,Male,Private,High School,6.58,62.15,51.08,50.94,90.3,8.04,94.53,1,3,33.79,100.0,A,0
STU0542,Female,Government,High School,8.88,58.11,99.18,87.32,44.52,5.25,70.03,6,3,35.72,100.0,A,0
STU0543,Male,Government,Post Graduate,6.02,71.15,66.57,100.0,59.76,6.76,100.0,4,2,40.44,100.0,A,0
STU0544,Female,Private,High School,8.84,66.93,46.35,64.33,52.95,9.61,72.88,4,0,40.78,100.0,A,0
STU0545,Male,Semi-Government,Post Graduate,7.6,86.97,80.42,50.64,38.64,10.68,94.82,2,1,86.75,100.0,A,0
STU0546,Female,Private,High School,5.32,47.11,72.16,63.9,55.43,7.55,77.86,5,3,11.48,91.63,A,0
STU0547,Male,Government,Graduate,7.44,75.68,72.1,70.21,84.15,0.35,83.71,4,4,54.6,100.0,A,0
STU0548,Female,Government,Graduate,4.48,83.38,57.34,78.46,73.33,4.14,38.57,9,2,58.67,93.95,A,0
STU0549,Female,Private,Graduate,7.75,100.0,73.11,61.13,74.89,11.59,79.42,4,4,44.86,100.0,A,0
STU0550,Male,Semi-Government,Graduate,8.06,67.77,60.29,93.33,64.93,0.0,57.3,0,3,21.99,100.0,A,0
STU0551,Male,Semi-Government,Post Graduate,6.29,79.87,75.01,53.28,72.47,12.75,55.07,11,1,68.29,100.0,A,0
STU0552,Female,Government,High School,7.15,47.94,30.71,43.91,45.99,10.08,100.0,8,2,0.0,100.0,A,0
STU0553,Male,Government,Post Graduate,9.34,39.12,57.19,86.6,55.81,13.26,67.72,7,3,21.33,100.0,A,0
STU0554,Female,Semi-Government,Graduate,6.39,87.67,96.0,35.88,65.84,7.21,51.93,6,2,58.43,94.07,A,0
STU0555,Male,Private,Post Graduate,5.73,74.92,51.19,66.94,67.55,0.0,64.82,3,2,27.6,81.62,B,0
STU0556,Female,Government,High School,8.78,92.68,54.13,100.0,68.4,9.72,45.99,5,2,66.93,100.0,A,0
STU0557,Female,Government,Post Graduate,9.36,54.4,56.94,69.82,59.23,13.1,100.0,6,1,4.76,100.0,A,0
STU0558,Female,Semi-Government,High School,7.0,82.8,43.13,53.19,54.45,11.7,58.09,3,3,12.76,100.0,A,0
STU0559,Female,Private,Post Graduate,8.21,100.0,25.25,69.14,100.0,5.35,82.59,5,4,24.37,100.0,A,0
STU0560,Female,Semi-Government,High School,8.61,81.3,60.85,69.24,80.14,8.35,99.12,8,1,43.35,100.0,A,0
STU0561,Female,Private,High School,6.11,79.15,67.45,72.41,70.26,5.87,62.0,6,1,30.56,100.0,A,0
STU0562,Male,Private,Graduate,6.42,75.13,64.05,79.93,57.34,4.72,82.64,7,1,25.19,100.0,A,0
STU0563,Male,Private,High School,8.48,51.44,62.39,54.41,52.98,11.82,51.4,4,2,63.41,100.0,A,0
STU0564,Male,Government,Graduate,9.02,95.33,65.77,95.31,59.38,3.21,100.0,3,3,65.27,100.0,A,0
STU0565,Female,Semi-Government,Graduate,7.68,65.84,83.41,73.68,67.86,4.42,90.73,8,2,26.71,100.0,A,0
STU0566,Female,Semi-Government,Graduate,5.94,82.57,61.57,80.9,24.39,3.58,68.15,1,4,0.8,99.47,A,0
STU0567,Female,Private,Post Graduate,9.38,51.55,54.67,60.58,30.61,2.04,56.54,5,2,0.0,100.0,A,0
STU0568,Female,Government,Post Graduate,6.36,57.31,59.94,89.3,49.26,8.59,69.72,6,1,39.79,100.0,A,0
STU0569,Male,Government,Post Graduate,6.6,96.53,75.43,66.14,66.14,12.65,65.2,5,4,48.12,100.0,A,0
STU0570,Male,Semi-Government,Post Graduate,7.41,69.79,90.42,74.16,57.21,7.26,100.0,5,1,36.26,100.0,A,0
STU0571,Female,Government,High School,8.86,96.8,53.69,56.0,91.56,1.98,47.49,5,2,33.58,100.0,A,0
STU0572,Male,Government,High School,8.02,73.83,66.78,55.05,32.35,11.36,74.7,5,5,18.91,100.0,A,0
STU0573,Male,Private,Post Graduate,7.5,47.37,71.09,80.32,46.97,14.74,71.63,6,0,48.1,100.0,A,0
STU0574,Female,Government,High School,7.56,88.38,47.13,63.35,92.4,5.42,69.65,5,2,68.56,100.0,A,0
STU0575,Male,Private,High School,7.05,66.15,65.37,57.19,64.62,6.09,69.83,5,2,0.0,100.0,A,0
STU0576,Female,Semi-Government,Graduate,7.67,85.48,38.62,60.35,79.7,10.06,69.68,8,1,33.45,100.0,A,0
STU0577,Male,Government,Graduate,3.96,75.38,33.16,80.48,100.0,14.49,89.46,3,4,15.59,100.0,A,0
STU0578,Female,Semi-Government,Graduate,6.64,51.85,71.6,60.56,48.12,5.92,84.18,5,7,5.19,100.0,A,0
STU0579,Female,Semi-Government,Graduate,7.29,77.46,58.09,68.24,60.01,2.67,80.38,3,5,12.4,100.0,A,0
STU0580,Female,Government,High School,5.62,100.0,68.64,70.23,56.55,10.53,11.32,3,2,42.59,100.0,A,0
STU0581,Female,Government,Post Graduate,7.46,82.39,64.68,41.24,22.91,11.2,78.0,7,4,43.1,85.58,A,0
STU0582,Male,Semi-Government,High School,6.75,74.14,47.42,47.93,55.79,8.02,38.89,4,3,64.21,100.0,A,0
STU0583,Female,Government,High School,9.11,91.13,64.19,75.04,79.62,5.77,84.93,4,2,35.18,100.0,A,0
STU0584,Female,Private,High School,8.89,78.16,42.8,58.94,72.81,11.98,100.0,2,2,0.0,100.0,A,0
STU0585,Female,Private,Graduate,6.44,78.14,90.04,85.85,74.38,10.11,53.48,6,1,30.24,100.0,A,0
STU0586,Male,Government,Graduate,6.82,58.63,40.59,84.5,54.49,4.93,66.76,3,2,7.27,100.0,A,0
STU0587,Female,Semi-Government,Graduate,6.91,78.51,61.48,80.79,48.88,8.2,60.01,7,5,10.86,100.0,A,0
STU0588,Male,Government,Post Graduate,6.46,90.53,46.24,97.3,87.39,2.59,96.71,7,0,46.61,100.0,A,0
STU0589,Female,Government,High School,7.23,62.46,75.27,68.75,52.05,10.74,73.9,8,0,38.88,100.0,A,0
STU0590,Male,Semi-Government,Post Graduate,6.09,96.37,59.03,79.73,67.88,6.95,100.0,6,3,46.75,100.0,A,0
STU0591,Male,Semi-Government,Graduate,5.64,73.62,55.66,61.23,65.27,6.26,80.28,7,2,27.85,100.0,A,0
STU0592,Female,Private,Post Graduate,7.75,61.68,80.36,100.0,91.23,7.87,76.85,4,2,50.81,100.0,A,0
STU0593,Male,Semi-Government,High School,7.76,89.96,65.53,99.75,81.43,8.16,73.36,7,4,26.73,100.0,A,0
STU0594,Female,Private,High School,6.03,70.7,74.3,70.18,36.09,11.58,88.36,2,2,57.33,100.0,A,0
STU0595,Female,Semi-Government,Graduate,8.07,86.39,47.34,75.8,38.25,10.36,37.25,5,1,41.89,100.0,A,0
STU0596,Female,Government,Graduate,6.24,70.62,39.71,90.39,73.58,7.37,73.71,3,4,30.86,99.94,A,0
STU0597,Male,Private,Post Graduate,7.3,74.1,66.93,67.79,60.71,11.05,70.6,7,0,39.24,100.0,A,0
STU0598,Male,Private,Graduate,7.98,82.4,59.26,60.15,52.9,9.6,86.51,5,3,34.64,100.0,A,0
STU0599,Female,Private,Graduate,6.96,79.36,76.28,83.11,82.31,6.29,68.25,7,1,66.92,100.0,A,0
STU0600,Female,Government,High School,7.55,45.07,63.56,71.18,65.75,7.5,51.23,9,3,39.91,100.0,A,0
STU0601,Male,Government,Graduate,6.38,58.18,68.69,72.74,63.05,7.41,72.15,6,2,34.97,100.0,A,0
STU0602,Female,Government,Graduate,6.76,88.94,35.78,57.49,77.6,10.02,50.34,5,2,30.23,100.0,A,0
STU0603,Female,Government,High School,6.75,73.02,98.99,44.23,54.5,6.53,33.49,7,2,51.86,98.01,A,0
STU0604,Female,Government,High School,6.1,67.14,62.04,73.54,93.37,6.44,86.54,1,2,49.16,100.0,A,0
STU0605,Male,Private,Post Graduate,6.79,54.62,77.56,83.57,46.24,15.88,83.58,3,0,29.52,100.0,A,0
STU0606,Male,Government,Graduate,5.14,58.8,49.95,66.61,75.14,11.76,81.34,3,2,11.89,97.11,A,0
STU0607,Male,Private,High School,6.41,44.67,70.54,91.55,90.68,4.96,98.06,11,2,16.96,100.0,A,0
STU0608,Female,Government,Post Graduate,6.66,73.48,41.55,59.44,34.45,10.28,58.7,4,2,31.32,100.0,A,0
STU0609,Female,Semi-Government,Post Graduate,6.69,66.02,73.14,54.18,55.13,8.47,43.38,2,0,61.98,86.12,A,0
STU0610,Female,Private,Graduate,6.71,60.5,58.59,68.99,84.84,9.57,70.6,5,2,30.0,100.0,A,0
STU0611,Male,Semi-Government,Graduate,6.93,73.98,65.53,68.76,85.14,8.55,65.05,7,3,23.12,100.0,A,0
STU0612,Female,Private,Post Graduate,7.58,80.46,77.56,81.55,58.57,12.76,55.15,2,2,0.0,100.0,A,0
STU0613,Female,Semi-Government,High School,8.05,100.0,42.81,58.38,47.31,9.38,70.4,5,1,65.27,100.0,A,0
STU0614,Female,Government,Post Graduate,6.22,52.32,52.68,90.52,81.12,7.75,59.77,2,0,46.38,97.63,A,0
STU0615,Female,Government,Graduate,5.56,92.39,73.23,99.5,85.67,12.17,35.28,1,0,50.92,100.0,A,0
STU0616,Male,Government,High School,5.75,89.6,100.0,69.41,38.71,8.93,63.18,6,1,54.23,100.0,A,0
STU0617,Male,Private,High School,6.42,63.31,62.51,88.75,37.92,8.49,49.27,4,2,31.71,94.21,A,0
STU0618,Female,Semi-Government,Post Graduate,6.58,78.05,75.64,54.15,66.51,9.26,76.63,7,1,36.69,100.0,A,0
STU0619,Male,Government,Graduate,6.08,68.14,63.07,86.13,74.59,7.63,58.88,7,0,64.77,100.0,A,0
STU0620,Male,Semi-Government,Post Graduate,5.44,77.79,99.96,85.71,56.02,8.04,94.23,6,1,38.59,100.0,A,0
STU0621,Female,Semi-Government,Post Graduate,6.45,97.64,33.55,82.95,75.59,5.65,100.0,6,3,46.75,100.0,A,0
STU0622,Female,Government,Post Graduate,7.22,84.08,66.7,69.77,47.8,5.0,85.59,6,0,52.41,100.0,A,0
STU0623,Male,Government,High School,7.71,82.63,35.74,25.69,19.71,4.01,40.98,7,1,47.86,78.18,B,0
STU0624,Female,Semi-Government,High School,6.33,68.55,19.88,60.37,53.52,2.43,100.0,4,1,32.44,97.37,A,0
STU0625,Male,Government,Graduate,6.5,52.74,70.35,60.61,63.26,4.48,100.0,9,2,34.32,100.0,A,0
STU0626,Female,Government,Graduate,5.89,71.87,67.51,55.33,56.48,7.3,72.38,4,2,50.55,100.0,A,0
STU0627,Male,Government,Post Graduate,6.96,93.1,59.87,71.83,38.83,8.41,98.46,6,1,50.52,100.0,A,0
STU0628,Female,Private,Post Graduate,5.98,52.09,63.09,63.72,25.69,6.91,60.97,7,1,58.36,75.06,B,0
STU0629,Male,Semi-Government,Post Graduate,7.69,59.17,100.0,57.63,51.72,0.0,34.68,4,2,46.02,100.0,A,0
STU0630,Male,Semi-Government,Graduate,4.86,76.89,60.35,54.12,79.95,14.3,56.79,6,2,46.93,100.0,A,0
STU0631,Male,Private,High School,6.57,60.23,74.18,59.27,87.12,12.35,100.0,2,0,26.08,100.0,A,0
STU0632,Female,Semi-Government,High School,7.36,63.11,53.31,86.82,85.75,9.78,42.18,6,3,23.38,100.0,A,0
STU0633,Male,Government,Post Graduate,7.22,68.65,70.31,60.08,45.68,15.63,71.99,4,3,50.61,100.0,A,0
STU0634,Male,Semi-Government,Post Graduate,10.0,54.52,60.71,62.28,38.93,4.09,72.68,3,3,23.52,100.0,A,0
STU0635,Female,Government,Post Graduate,7.42,60.39,57.61,63.15,71.93,15.55,61.74,3,1,34.59,97.65,A,0
STU0636,Female,Private,Post Graduate,5.8,85.55,97.74,75.08,74.7,4.14,63.13,5,1,62.58,100.0,A,0
STU0637,Male,Government,Graduate,6.89,55.39,86.19,76.84,70.0,8.95,73.44,3,1,59.41,100.0,A,0
STU0638,Male,Semi-Government,High School,4.87,51.03,67.46,24.33,21.72,2.9,60.76,4,3,41.04,67.65,C,0
STU0639,Female,Semi-Government,Post Graduate,6.9,65.55,23.52,85.32,44.66,8.06,43.56,3,0,29.08,94.22,A,0
STU0640,Female,Semi-Government,Graduate,6.0,85.98,58.5,91.55,61.41,9.54,76.3,6,1,32.53,100.0,A,0
STU0641,Female,Private,Post Graduate,8.1,72.05,100.0,54.25,71.74,7.38,93.47,9,2,52.35,100.0,A,0
STU0642,Female,Private,Post Graduate,6.34,68.03,60.85,55.42,77.35,10.86,89.39,5,4,34.27,100.0,A,0
STU0643,Female,Semi-Government,High School,6.86,75.67,84.86,63.25,64.89,8.4,55.81,6,4,23.83,100.0,A,0
STU0644,Male,Government,Post Graduate,6.24,48.81,90.95,58.66,68.62,5.91,46.98,4,0,59.32,100.0,A,0
STU0645,Female,Private,High School,9.09,82.42,68.94,73.36,63.7,5.73,66.32,3,9,38.63,100.0,A,0
STU0646,Male,Semi-Government,High School,6.61,80.75,49.85,40.8,75.71,11.24,100.0,9,0,23.45,100.0,A,0
STU0647,Male,Semi-Government,High School,9.2,68.86,21.16,53.23,68.26,5.39,84.91,3,0,44.58,100.0,A,0
STU0648,Male,Private,Graduate,7.98,90.09,77.31,93.09,63.31,11.66,86.08,9,0,54.42,100.0,A,0
STU0649,Female,Private,Graduate,7.58,58.09,50.33,56.08,56.63,12.89,89.8,4,0,14.85,95.17,A,0
STU0650,Male,Private,High School,7.44,91.92,68.17,88.65,63.63,1.33,80.42,8,0,30.99,100.0,A,0
STU0651,Male,Government,Post Graduate,7.47,77.32,42.5,75.33,71.69,12.53,74.41,3,4,30.07,100.0,A,0
STU0652,Female,Government,High School,4.69,69.95,60.23,42.86,67.35,16.24,85.25,3,1,44.05,97.22,A,0
STU0653,Male,Semi-Government,Post Graduate,6.67,74.7,65.61,79.53,69.62,9.01,61.08,5,2,47.64,100.0,A,0
STU0654,Male,Private,High School,8.01,73.39,69.83,68.23,88.85,10.4,43.71,8,2,23.97,100.0,A,0
STU0655,Female,Government,Post Graduate,6.94,93.3,44.93,63.17,67.3,12.15,86.46,3,1,5.14,100.0,A,0
STU0656,Male,Private,Graduate,5.31,58.85,86.54,73.67,49.02,6.9,96.75,4,3,55.64,100.0,A,0
STU0657,Male,Semi-Government,Post Graduate,6.94,63.56,54.26,77.12,79.67,8.73,49.64,8,1,12.6,100.0,A,0
STU0658,Male,Government,High School,9.04,90.54,34.86,80.61,34.68,2.74,88.44,3,0,40.42,100.0,A,0
STU0659,Female,Government,Graduate,8.5,66.07,63.04,87.67,40.37,8.55,100.0,3,3,32.36,100.0,A,0
STU0660,Female,Government,Post Graduate,6.93,88.51,65.62,76.12,68.72,9.99,71.96,2,4,38.25,100.0,A,0
STU0661,Female,Semi-Government,Post Graduate,8.14,100.0,67.89,49.37,72.33,10.06,55.64,7,1,68.02,100.0,A,0
STU0662,Male,Private,Post Graduate,6.56,68.97,89.52,62.9,37.1,12.26,74.46,2,2,95.77,100.0,A,0
STU0663,Male,Government,Post Graduate,4.96,85.22,60.74,100.0,54.34,4.9,60.99,6,2,2.33,100.0,A,0
STU0664,Female,Semi-Government,Post Graduate,5.89,57.69,62.85,80.87,49.88,5.87,59.67,5,2,54.68,100.0,A,0
STU0665,Male,Private,Graduate,8.88,86.32,45.14,100.0,52.27,15.58,80.66,6,0,31.88,100.0,A,0
STU0666,Male,Semi-Government,Graduate,6.67,77.99,79.77,90.93,80.87,7.4,39.93,2,2,55.96,100.0,A,0
STU0667,Female,Private,Graduate,6.71,82.1,68.32,73.63,76.13,8.8,43.12,10,0,54.15,100.0,A,0
STU0668,Female,Semi-Government,Graduate,6.64,65.32,57.44,74.52,61.62,7.73,72.39,3,2,63.19,100.0,A,0
STU0669,Male,Private,High School,9.28,50.08,30.72,69.45,51.08,4.71,71.55,6,4,40.7,100.0,A,0
STU0670,Male,Government,Graduate,8.95,82.55,91.0,43.93,35.01,14.49,78.87,5,1,17.21,100.0,A,0
STU0671,Male,Private,Post Graduate,9.66,44.05,42.9,70.27,90.4,5.89,100.0,7,1,53.55,100.0,A,0
STU0672,Female,Semi-Government,Post Graduate,6.81,70.24,54.36,88.16,73.84,3.49,74.09,6,1,37.36,100.0,A,0
STU0673,Female,Semi-Government,Graduate,7.35,89.12,71.45,61.01,47.87,6.2,83.96,7,2,30.32,100.0,A,0
STU0674,Female,Private,Post Graduate,5.18,77.88,43.46,76.18,76.39,0.0,52.49,4,3,25.48,93.53,A,0
STU0675,Female,Government,Graduate,8.77,100.0,38.12,82.77,60.6,5.39,87.36,7,1,55.13,100.0,A,0
STU0676,Male,Government,Post Graduate,5.6,90.38,26.77,56.35,56.26,4.13,61.47,2,3,67.07,100.0,A,0
